"""nome_unidade""";Unidade Pai;"""tipo_logradouro""";"""logradouro""";"""numero""";"""complemento""";"""bairro""";"""cidade""";"""cep""";"""email""";"""titular""";"""telefone""";"""sei_geral""";;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - GUANHAES;DIVISAO DE PERICIAS DO INTERIOR;Rua;CAPITAO BERNARDO;"""200""";"""""";CENTRO;GUANHAES;"""39740-000""";strc.8deppc.guanhaes@policiacivil.mg.gov.br;RENATO EUDES AGUIAR LAGE;(31) 9164-5506;PCMG/STRC-GUAN;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - GUAXUPE;DIVISAO DE PERICIAS DO INTERIOR;Avenida;-;-;"-*GUAXUPE*-*-*-*""1""";;;;;;;;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - IPATINGA;DIVISAO DE PERICIAS DO INTERIOR;Avenida;-;-;"-*IPATINGA*-*-*-*""1""";;;;;;;;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - ITABIRA;DIVISAO DE PERICIAS DO INTERIOR;Avenida;PREFEITO LI GUERRA;"""0000""";"""""";PRAIA;ITABIRA;"""35900-279""";strc.itabira@pcivil.mg.gov.br;RICARDO ROMAO DOS SANTOS;(31) 7557-1115;PCMG/STRC-ITAB;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - ITAJUBA;DIVISAO DE PERICIAS DO INTERIOR;Avenida;-;-;"-*ITAJUBA*-*-*-*""1""";;;;;;;;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - ITUIUTABA;DIVISAO DE PERICIAS DO INTERIOR;Avenida;-;-;"-*ITUIUTABA*-*-*-*""1""";;;;;;;;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - ITURAMA;DIVISAO DE PERICIAS DO INTERIOR;Avenida;AYRTON SENNA DO BRASIL;"""1384""";"""""";ANTONIO BRAULIO;ITURAMA;"""38280-000""";strc.iturama@pcivil.mg.gov.br;GUILHERME CARVALHO GERALDO;(34) 9686-1909;PCMG/STRC-ITUR;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - JANAUBA;DIVISAO DE PERICIAS DO INTERIOR;Rua;ESPINOSA;"""105""";SALA;NOVO PARAISO;JANAUBA;"""39442-070""";strc.janauba@pcvil.mg.gov.br;ALEXANDRO FARIA;(38) 3829-3013;PCMG/STRC-JANA;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - JANUARIA;DIVISAO DE PERICIAS DO INTERIOR;Avenida;-;-;"-*JANUARIA*-*-*-*""1""";;;;;;;;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - JOAO MONLEVADE;DIVISAO DE PERICIAS DO INTERIOR;Rua;BERNARDINO BRANDAO;"""180""";"""3 ANDAR""";ROSARIO;JOAO MONLEVADE;"""35930-156""";strc.12deppc.joaomonlevade@policiacivil.mg.gov.br;KARINA MARTINS DA COSTA ALVES;(31) 9806-3467;PCMG/STRC-Jmon;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - JUIZ DE FORA;DIVISAO DE PERICIAS DO INTERIOR;Rua;CUSTODIO TRISTAO;"""76""";"""""";SANTA TEREZINHA;JUIZ DE FORA;"""36045-440""";strcjf@gmail.com;MARCELO PACHECO DE ANDRADE;(32) 3962-5653;PCMG/STRC-JFOR;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - LAVRAS;DIVISAO DE PERICIAS DO INTERIOR;Avenida;-;-;"-*LAVRAS*-*-*-*""1""";;;;;;;;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - LEOPOLDINA;DIVISAO DE PERICIAS DO INTERIOR;Rua;JOSE DE SOUZA LIMA;"""115""";"""""";BELA VISTA;LEOPOLDINA;"""36703-033""";strcleopoldina@gmail.com;FABIANO COSTA DA SILVA;(32) 3401-4369;PCMG/STRC-LEOP;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - MANHUACU;DIVISAO DE PERICIAS DO INTERIOR;Avenida;MELO VIANA;"""222""";"""""";BOM PASTOR;MANHUACU;"""36902-290""";criminalistica.manhuacu@policiacivil.mg.gov.br;JOSE GOUVEA TEIXEIRA JUNIOR;(33) 3331-1020;PCMG/STRC-MANH;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - MONTES CLAROS;DIVISAO DE PERICIAS DO INTERIOR;Rua;EUZEBIO ALVES SARMENTO;"""379""";"""""";JARDIM SAO LUIZ;MONTES CLAROS;"""39401-050""";mocpericia@gmail.com;RICARDO CARDOSO DE MOURA;(38) 3229-4492;STRC-MOC;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - MURIAE;DIVISAO DE PERICIAS DO INTERIOR;Rua;JOSE DE FREITAS LIMA;"""02""";FUNDOS;SAFIRA;MURIAE;"""36883-045""";strc.deppc.muriae@policiacivil.mg.gov.br;ANTONIO CARLOS DE ALMEIDA MONTEIRO FILHO;(32) 3511-1700;PCMG/STRC-MUR;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - NANUQUE;DIVISAO DE PERICIAS DO INTERIOR;Rua;PRACA TEOFILO OTONI;"""20""";"""""";CENTRO;NANUQUE;"""39860-000""";strc.nanuque@pcivil.mg.gov.br;GUILHERME AUGUSTO DA SILVA;(33) 3621-9610;PCMG/STRC-NAN;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - NOVA SERRANA;DIVISAO DE PERICIAS DO INTERIOR;Rua;-MESSIAS AUGUSTO DA SILVA;"""363""";"""""";LARANJEIRAS;NOVA SERRANA;"""35519-000""";drive.strc.novaserrana@gmail.com;-MICHELLE LUCIANE PEREIRA DE RESENDE;(31) 8407-6486;PCMG/STRC-NSER/CHEFIA ou PCMG/STRC-NSER;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - OURO PRETO;DIVISAO DE PERICIAS DO INTERIOR;Avenida;-;-;"-*OURO PRETO*-*-*-*""1""";;;;;;;;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - PARA DE MINAS;DIVISAO DE PERICIAS DO INTERIOR;Avenida;-;-;"-*PARA DE MINAS*-*-*-*""1""";;;;;;;;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - PARACATU;DIVISAO DE PERICIAS DO INTERIOR;Rua;ANTONIO VIEIRA CORDEIRO;"""366""";"""""";BELA VISTA I;PARACATU;"""38600-498""";strc.paracatu@pcivil.mg.gov.br;ANDERSON ALMEIDA OLIVEIRA;(31) 7542-6116;PCMG/STRC-PCTU;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - PASSOS;DIVISAO DE PERICIAS DO INTERIOR;Rua;PRACA CORONEL FRANCISCO GOMES;"""46""";ANEXO DRPC;CENTRO;PASSOS;"""37900-186""";strc.18deppc.passos@policiacivil.mg.gov.br;KARINA DE ARAUJO DIAS;(35) 3521-8300;PCMG/STRC-PAS;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - PATOS DE MINAS;DIVISAO DE PERICIAS DO INTERIOR;Rua;HILDEBRANDO JOSE DE SOUZA;"""27""";"""""";BELA VISTA;PATOS DE MINAS;"""38703-248""";ppi.patosdeminas@gmail.com;- MARCELO COELHO DA SILVA PIAU;(34) 3814-6692;PCMG/STRC-PAT;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - PATROCINIO;DIVISAO DE PERICIAS DO INTERIOR;Avenida;-;-;"-*PATROCINIO*-*-*-*""1""";;;;;;;;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - PEDRA AZUL;DIVISAO DE PERICIAS DO INTERIOR;Avenida;-;-;"-*PEDRA AZUL*-*-*-*""1""";;;;;;;;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - PIRAPORA;DIVISAO DE PERICIAS DO INTERIOR;Avenida;BENJAMIN CONSTANT;"""183""";SEGUNDO ANDAR;SANTOS DUMONT;PIRAPORA;"""39270-000""";haroldo.lage@policiacivil.mg.gov.br;HAROLDO ALESSANDRO FERNANDES LAGE;"""31 9811-9670""";strc-pir;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - POCOS DE CALDAS;DIVISAO DE PERICIAS DO INTERIOR;Rua;JOAO BATISTA DE OLIVEIRA (ANTIGA RUA DA SAUDADE);"""500""";"""""";CAMPO DA MOGIANA;POCOS DE CALDAS;"""37701-331""";strc.pocosdecaldas@pcivil.mg.gov.br;RENE ARRIERO SHINMA;(35) 2101-5161;PCMG/STRC-PCAL;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - PONTE NOVA;DIVISAO DE PERICIAS DO INTERIOR;Avenida;-;-;"-*PONTE NOVA*-*-*-*""1""";;;;;;;;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - POUSO ALEGRE;DIVISAO DE PERICIAS DO INTERIOR;Avenida;-;-;"-*POUSO ALEGRE*-*-*-*""1""";;;;;;;;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - RIBEIRAO DAS NEVES;DIVISAO DE PERICIAS DO INTERIOR;Rua;ARTHUR JOSE ALVES;"""10""";"""""";SABASSI;RIBEIRAO DAS NEVES;"""33880-440""";strc.ribeiraodasneves@pcivil.mg.gov.br;RENATA BIRCHAL BRAGA;(31) 9937-0212;PCMG/STRC-NEVES;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - SANTA LUZIA;DIVISAO DE PERICIAS DO INTERIOR;Avenida;BALDIM;"""395""";"""""";-MORADA DO RIO;SANTA LUZIA;"""33030340""";periciasl@yahoo.com;ANDRE JOSE GOMES;"""1""";pcmg/strc-sluz;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - SAO JOAO DEL REI;DIVISAO DE PERICIAS DO INTERIOR;Avenida;BRASIL;"""150""";"""""";FABRICAS;SAO JOAO DEL REI;"""36301-249""";strc@saojoaodelrey.pcivil.mg.gov.br;VINICIUS BARROS BARCELOS;(32) 3379-1091;PCMG/STRC-SJDR;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - SAO LOURENCO;DIVISAO DE PERICIAS DO INTERIOR;Avenida;-;-;"-*SAO LOURENCO*-*-*-*""1""";;;;;;;;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - SAO SEBASTIAO DO PARAISO;DIVISAO DE PERICIAS DO INTERIOR;Avenida;DARCIO CANTIERI;"""1879""";"""""";BAIRRO JARDIM AMERICA;SAO SEBASTIAO DO PARAISO;"""37954-170""";fabricio.braga@policiacivil.mg.gov.br;FABRICIO CARNEIRO BRAGA - CHEFE DE SECAO;(35) 3531-2050;PCMG/STRC - SSPA;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - SETE LAGOAS;DIVISAO DE PERICIAS DO INTERIOR;Rua;RUI BARBOSA;"""157""";"""""";PANORAMA;SETE LAGOAS;"""35700-412""";gabriel.yamada@policiacivil.mg.gov.br;GABRIEL NASCIMENTO YAMADA;(31) 3697-2554;PCMG/STRC-SETE;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - TAIOBEIRAS;DIVISAO DE PERICIAS DO INTERIOR;Rua;BARCELONA;"""420""";"""""";BOM JARDIM;TAIOBEIRAS;"""39550-000""";strc.11deppc.taiobeiras@policiacivil.mg.gov.br;BRAULIO MARCONE DE CASTRO;(38) 9800-3684;PCMG/STRC-TAIO;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - TEOFILO OTONI;DIVISAO DE PERICIAS DO INTERIOR;Avenida;-;-;"-*TEOFILO OTONI*-*-*-*""1""";;;;;;;;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - TRES CORACOES;DIVISAO DE PERICIAS DO INTERIOR;Avenida;REI PELE;"""1342""";"""""";JARDIM DAS HORTENCIAS;TRES CORACOES;"""37410-770""";fvalecampo@yahoo.com.br;FABRICIO VALE CAMPO DALL ORTO;(35) 8815-6145;PCMG/STRC-TCOR/CHEFIA;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - UBA;DIVISAO DE PERICIAS DO INTERIOR;Avenida;-;-;"-*UBA*-*-*-*""1""";;;;;;;;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - UBERABA;DIVISAO DE PERICIAS DO INTERIOR;Rua;LUIZ PROSPERO;"""300""";"""1 ANDAR""";PARQUE DAS AMERICAS;UBERABA;"""38045-310""";pericia.uberaba.5dpc@pcivil.mg.gov.br;ROGER CROZARA GOMES PIRES;(34) 3336-5679;PCMG/STRC-UBE;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - UBERLANDIA;DIVISAO DE PERICIAS DO INTERIOR;Avenida;AFONSO PENA;"""4000""";"""""";BRASIL;UBERLANDIA;"""38400-710""";alisson.soares@policiacivil.mg.gov.br;ALISSON ADRIANO GUALBERTO SOARES;-;PCMG/STRC-UDI;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - UNAI;DIVISAO DE PERICIAS DO INTERIOR;Avenida;VEREADOR JOAO NARCISO;"""949""";EDIFICIO;CACHOEIRA;UNAI;"""38610-298""";strc.unai@pcivil.mg.gov.br;LEANDRO FAGNER DE OLIVEIRA;(38) 3677-9001;PCMG/STRC-UNA;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - VARGINHA;DIVISAO DE PERICIAS DO INTERIOR;Avenida;-MANUEL DINIZ;"""145""";"""""";-INDUSTRIAL JK;VARGINHA;"""37062-480""";-drive.strc.varginha@gmail.com;-TIAGO BATISTA BRAGA;(31) 9443-0910;PCMG/STRC-VAR;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - VESPASIANO;DIVISAO DE PERICIAS DO INTERIOR;Avenida;HUM;"""250""";"""68A. AISP""";MORRO ALTO;VESPASIANO;"""33200-000""";periciavespasiano@gmail.com;ANDRE GUALTER QUEIROZ;(31) 9806-9467;PCMG/STRC-VES;;;
SECAO TECNICA REGIONAL DE CRIMINALISTICA - VICOSA;DIVISAO DE PERICIAS DO INTERIOR;Rua;GETULIO VARGAS;"""10""";"""""";BOM JESUS;VICOSA;"""36570-302""";periciavicosa@gmail.com;FERNANDO DE ALMEIDA APOCALYPSE;(31) 982690662;STRC-VIC;;;
UNIDADE ESPECIAL DA RODOVIARIA DE BELO HORIZONTE;DELEGACIA DE EVENTOS E PROTECAO AO TURISTA;Rua;-;"""0""";"-*BELO HORIZONTE*""0""*a@pcivil*-*""0""";;;;;;;;;;
UNIDADE ESPECIAL DO AEROPORTO DA PAMPULHA;DELEGACIA DE EVENTOS E PROTECAO AO TURISTA;"""""";PRACA BAGATELLE;"""204""";"""""";PAMPULHA;BELO HORIZONTE;"""0""";a2@pcivil;--;(31) 3257-7147;"""""";;;
UNIDADE ESPECIAL DO AEROPORTO DE CONFINS;DELEGACIA DE EVENTOS E PROTECAO AO TURISTA;Rodovia;LMG 800;"""0""";KM 7,9 - TERMINAL DE PASSAGEIROS;AEROPORTO;CONFINS;"""33500-900""";pcmg.aeroportodeconfins@gmail.com;JULIO WILKE;(31) 3689-2970;PCMG/SIPJ/AEROPORTO DE CONFINS;;;
"""01 DELEGACIA DE POLICIA CIVIL - DIVINOPOLIS""";"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - DIVINOPOLIS""";Rua;GOIAS;"""1985""";"""""";IPIRANGA;DIVINOPOLIS;"""35502-027""";regional.divinopolis@pcivil.mg.gov.br;CLEOVALDO MARCOS PEREIRA;(37) 2102-9728;PCMG/7DEPPC/1DRPC/DIVINÓPOLIS;;;
DELEGACIA ADIDA AO JUIZADO ESPECIAL CRIMINAL - BELO HORIZONTE;"""01 DEPARTAMENTO DE POLICIA CIVIL - BELO HORIZONTE""";Avenida;PRESIDENTE JUSCELINO KUBITSCHECK;"""3250""";"""""";MINAS BRASIL;BELO HORIZONTE;"""30720-240""";deajecbh@policiacivil.mg.gov.br;CRISTIANE FERREIRA LOPES;(31) 3257-7208;PCMG/1DepPC/DEAJEC/COORDENAÇÃO;;;
DELEGACIA ADIDA AO JUIZADO ESPECIAL CRIMINAL - CONTAGEM;"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - CONTAGEM""";Avenida;MARIA DA GLORIA ROCHA;"""425""";"""6 ANDAR - SALA 624""";BEATRIZ;CONTAGEM;"""32.010-375""";dpajec.pcmg@gmail.com;DR. FREDERICO CARVALHO DE REZENDE;(31) 3399-8384;PCMG/CONTAGEM/ADIDA;;;
DELEGACIA DE PLANTAO - DEICTRAN;DEPARTAMENTO ESTADUAL DE INVESTIGACAO DE CRIMES DE TRANSITO;Avenida;JOAO PINHEIRO;"""417""";TERREO;BOA VIAGEM;BELO HORIZONTE;"""30130-183""";deictran@policiacivil.mg.gov.br;DELEGACIA DE PLANTAO/DEICTRAN;(31) 3348-6150;"""""";;;
DELEGACIA DE PLANTAO ESPECIALIZADA DE INVESTIGACAO DE ATO INFRACIONAL - DEPIN/CENTRO INTEGRADO DE ATENDIMENTO AO ADOLESCENTE AUTOR DE ATO INFRACIONAL - CIA;DIVISAO ESPECIALIZADA EM ORIENTACAO E PROTECAO A CRIANCA E AO ADOLESCENTE - DOPCAD;Avenida;AFONSO PENA;"""2300""";;CENTRO;BELO HORIZONTE;"""30170-110""";protocolo.dopcad@gmail.com;DELEGADO DE PLANTAO;(31) 3257-7296;PCMG/DOPCAD/DEPIN;;;
DELEGACIA DE PLANTAO ESPECIALIZADA EM ATENDIMENTO A MULHER, CRIANCA, ADOLESCENTE E VITIMAS DE INTOLERANCIAS;DIVISAO ESPECIALIZADA EM ATENDIMENTO A MULHER, AO IDOSO E A PESSOA COM DEFICIENCIA E VITIMAS DE INTOLERANCIA - DEMID;Avenida;BIAS FORTES;"""1451""";"""""";BARRO PRETO;BELO HORIZONTE;"""30170-014""";coordenacaodemid@gmail.com;EQUIPE DE PLANTAO;(31) 3330-5752;"""""";;;
DELEGACIA DE PLANTAO I - DEPLAN I;"""01 DEPARTAMENTO DE POLICIA CIVIL - BELO HORIZONTE""";Rua;POUSO ALEGRE;"""417""";"""""";FLORESTA;BELO HORIZONTE;"""31110-010""";ceflanedneia@gmail.com;A INFORMAR;(31) 3429-9300;PCMG/BH/1DepPC/DEPLAN 1;;;
DELEGACIA DE PLANTAO II - DEPLAN II;"""01 DEPARTAMENTO DE POLICIA CIVIL - BELO HORIZONTE""";Rua;CONSELHEIRO ROCHA;"""321""";;FLORESTA;BELO HORIZONTE;"""30150-210""";ceflanarquivo@gmail.com;A INFORMAR;(31) 3219-2300;PCMG/BH/1DepPC/DEPLAN 2;;;
DELEGACIA DE PLANTAO III - DEPLAN III;"""01 DEPARTAMENTO DE POLICIA CIVIL - BELO HORIZONTE""";Avenida;SINFRONIO BROCHADO;"""940""";"""""";BARREIRO DE BAIXO;BELO HORIZONTE;"""30640-000""";uniflanbarreiro@gmail.com;DRA. GISLANE DE OLIVEIRA RIOS;(31) 3389-4200;PCMG/BH/1DepPC/DEPLAN 3/protocolo;;;
DELEGACIA DE PLANTAO IV - DEPLAN IV;"""01 DEPARTAMENTO DE POLICIA CIVIL - BELO HORIZONTE""";Avenida;AVENIDA JOAO XXIII;"""287""";;ALIPIO DE MELO;BELO HORIZONTE;"""30.820-660""";cartorioceflan4@gmail.com;A INFORMAR;(31) 3479-5370;PCMG/BH/1DepPC/DEPLAN 4;;;
DELEGACIA DE POLICIA CIVIL DE PLANTAO - ALFENAS;"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - ALFENAS""";Rua;DOM SILVERIO;"""338""";"""""";APARECIDA;ALFENAS;"""37.135-048""";cartorioplantaoalfenas@gmail.com;JULIANO SILVA DO LAGO;(31) 9410-1616;PCMG/2DRPC/ALFENAS/PLANTAO;;;
DELEGACIA DE POLICIA CIVIL DE PLANTAO - ALMENARA;"""03 DELEGACIA REGIONAL DE POLICIA CIVIL - ALMENARA""";Rua;LIVIO FROES OTONI;"""96""";"""""";CENTRO;ALMENARA;"""39900-000""";pcmg.plantao.almenara@gmail.com;DELEGADO DE PLANTAO;(33) 3721-8517;"""""";;;
DELEGACIA DE POLICIA CIVIL DE PLANTAO - ARAGUARI;"""04 DELEGACIA REGIONAL DE POLICIA CIVIL - ARAGUARI""";Avenida;MATO GROSSO;"""272""";"""""";PARAISO;ARAGUARI;"""38445-072""";plantao.pcmg.araguari@gmail.com;LUCIANO ALVES DOS SANTOS;(34) 3249-5800;PCMG/4DRPC/ARAGUARI/PLANTÃO;;;
DELEGACIA DE POLICIA CIVIL DE PLANTAO - ARAXA;"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - ARAXA""";Rua;CECILIO SALOMAO;"""110""";;CENTRO;ARAXA;"""38183-126""";regional.araxa@policiacivil.mg.gov.br;DR. VALTER ANDRE BISCARO SALVIANO;(34) 3662-5655;PCMG/2DRPC/ARAXÁ/PLANTAO;;;
DELEGACIA DE POLICIA CIVIL DE PLANTAO - BARBACENA;"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - BARBACENA""";Rua;VITORINO MENEGHIM;"""210""";"CENTRO*BARBACENA*""36200-000""*cartorio.barbacena@pcivil.mg.gov.br*DELEGADO PLANTONISTA*(32) 3339-3001";;;;;;;;;;
DELEGACIA DE POLICIA CIVIL DE PLANTAO - BETIM;"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - BETIM""";Rua;CECILIA JULIA DO PRADO;"""255""";"""""";CENTRO;BETIM;"""32600-166""";ceflan.betim@policiacivil.mg.gov.br;NAO HA;(31) 3438-5900;PCMG/2DRPC/BETIM/CEFLAN;;;
DELEGACIA DE POLICIA CIVIL DE PLANTAO - BOM DESPACHO;"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - BOM DESPACHO""";Rua;MARIA GUERRA CAMPOS;"""50""";"""""";JARDIM AMERICA;BOM DESPACHO;"""35633-164""";inspetoria.2drpc.bomdespacho@policiacivil.mg.gov.br;DR THALES GONTIJO DE QUEIROZ CANCADO JUNIOR;(37) 3521-9003;pcmg/2drpc/bom despacho;;;
DELEGACIA DE POLICIA CIVIL DE PLANTAO - CAMPO BELO;"""04 DELEGACIA REGIONAL DE POLICIA CIVIL - CAMPO BELO""";Rua;JOAO PINHEIRO;"""301""";"""""";CENTRO;CAMPO BELO;"""37270-000""";campobelodepolplantao@gmail.com;DR.ALESSANDRO MIOR GAMBOGI;(35) 3831-1358;PCMG/4DRPC/CAMPO BELO/DEPLAN;;;
DELEGACIA DE POLICIA CIVIL DE PLANTAO - CAPELINHA;"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - CAPELINHA""";Rua;AUGUSTO BARBOSA;"""52""";;CIDADE NOVA;CAPELINHA;"""39680-000""";inspetoria.capelinha@policiacivil.mg.gov.br;CONFORME ESCALA;(33) 3516-1947;PCMG/DPC CAPELINHA;;;
DELEGACIA DE POLICIA CIVIL DE PLANTAO - CARATINGA;"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - CARATINGA""";Avenida;JOÃO CAETANO DO NASCIMENTO;"""717""";"""""";LIMOEIRO;CARATINGA;"""35300-523""";regional@caratinga.pcivil.mg.gov.br;DELEGADO DE PLANTAO -  PLANTAO REGIONALIZADO EM BH;(33) 3322-6500;PCMG/12DepPC/2DRPC/CARATINGA;;;
DELEGACIA DE POLICIA CIVIL DE PLANTAO - CONSELHEIRO LAFAIETE;"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - CONSELHEIRO LAFAIETE""";Rua;RODRIGUES MAIA;"""455""";"""""";ANGÉLICA;CONSELHEIRO LAFAIETE;"""36400-001""";inspetoria.lafaiete@pc.mg.gov.br;DRA. GLAUCIA RODRIGUES;(31) 3769-1200;PCMG/2DRPC/C LAFAIETE/PLANTÃO;;;
DELEGACIA DE POLICIA CIVIL DE PLANTAO - CONTAGEM;"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - CONTAGEM""";Rua;JOSE AMERICO CANCADO BAHIA;"""1550""";"CIDADE INDUSTRIAL*CONTAGEM*""32.041-270""*seccional.contagem@pc.mg.gov.br*EQUIPE DE PLANTAO*(31) 3329-5405";;;;;;;;;;
DELEGACIA DE POLICIA CIVIL DE PLANTAO - CURVELO;"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - CURVELO""";Avenida;DOM PEDRO II;S/N;;CENTRO;CURVELO;"""35790-000""";drpc.curvelo@gmail.com;CONFORME ESCALA;(38) 3729-6106;PCMG/1DRPC/CURVELO/PLANTÃO;;;
DELEGACIA DE POLICIA CIVIL DE PLANTAO - DIAMANTINA;"""03 DELEGACIA REGIONAL DE POLICIA CIVIL - DIAMANTINA""";Rua;INVESTIGADOR REGIONALDO REIS;"""162""";PLANTAO;CAZUZA;DIAMANTINA;"""39100-000""";dpcplantaodiamantina@gmail.com;CONFORME ESCALA;(38) 3531-1625;PCMG/3DRPC/DIAMANTINA/PLANTAO;;;
DELEGACIA DE POLICIA CIVIL DE PLANTAO - FORMIGA;"""04 DELEGACIA REGIONAL DE POLICIA CIVIL - FORMIGA""";Rua;SILVIANO BRANDAO;"""102""";"""""";CENTRO;FORMIGA;"""35570-112""";plantao.delegaciaregional@gmail.com;DR. DANILO CESAR BASILIO DE SOUZA;(37) 3329-2350;"""""";;;
DELEGACIA DE POLICIA CIVIL DE PLANTAO - FRUTAL;"""03 DELEGACIA REGIONAL DE POLICIA CIVIL - FRUTAL""";Rua;OLAVO BILAC;"""225""";"""""";XV DE NOVEMBRO;FRUTAL;"""38200-138""";plantao.frutal@pcivil.mg.gov.br;DR. DIMER DE TOLEDO RIBEIRO;(34) 3423-2124;PCMG/DPC FRUTAL;;;
DELEGACIA DE POLICIA CIVIL DE PLANTAO - GOVERNADOR VALADARES;"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - GOVERNADOR VALADARES""";Rua;ISRAEL PINHEIRO;"""4043""";;LOURDES;GOVERNADOR VALADARES;"""35010-310""";plantao.valadares@pc.mg.gov.br;DELEGADO DE PLANTAO;(33) 3213-4700;PCMG/1DRPC/GV/PLANTÃO;;;
DELEGACIA DE POLICIA CIVIL DE PLANTAO - GUANHAES;"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - GUANHAES""";Rua;CAPITAO BERNARDO;"""200""";;CENTRO;GUANHAES;"""39740-000""";regional.guanhaes@pc.mg.gov.br;DR. ULISSES DIAS DE SOUSA FILHO;(33) 3421-7701;PCMG/2DRPC/GUANHÃES;;;
DELEGACIA DE POLICIA CIVIL DE PLANTAO - GUAXUPE;"""05 DELEGACIA REGIONAL DE POLICIA CIVIL - GUAXUPE""";Rua;ORLANDO VAIRO;"""175""";"COLMEIA*GUAXUPE*""37800-000""*regional.guaxupe@pc.mg.gov.br*FERNANDO AUGUSTO BETTIO  *(35) 3559-8600";;;;;;;;;;
DELEGACIA DE POLICIA CIVIL DE PLANTAO - IBIRITE;"""04 DELEGACIA REGIONAL DE POLICIA CIVIL - IBIRITE""";Rua;GERALDO DINIZ MATOS;"""10""";;CENTRAL PARK;IBIRITE;"""32.400-000""";informacao.4drpcibirite@gmail.com;SERGIO FERNANDES FERREIRA;(31) 3257-7380;PCMG/4DRPC/IBIRITÉ/PLANTÃO;;;
DELEGACIA DE POLICIA CIVIL DE PLANTAO - IPATINGA;"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - IPATINGA""";Avenida;JOAO VALENTIM PASCOAL;"""309""";;CENTRO;IPATINGA;"""35160-003""";plantao1drpcipa@gmail.com;PLANTAO VIRTUAL;(31) 3828-1126;PCMG/1DRPC/IPATINGA/PLANTÃO;;;
DELEGACIA DE POLICIA CIVIL DE PLANTAO - ITABIRA;"""03 DELEGACIA REGIONAL DE POLICIA CIVIL - ITABIRA""";Avenida;PREFEITO LI GUERRA;"""1751""";"""""";PRAIA;ITABIRA;"""35900-279""";caplan.itabira@policiacivil.mg.gov.br;DELEGADO DE PLANTAO;(31) 3839-2107;PCMG/3DRPC/ITABIRA/PLANTAO;;;
